"","year","county","owner","SC","m","Method","Order.q","qD","qD.LCL","qD.UCL"
"1","1974","1","46",0.985402732483702,200,"Rarefaction",1,17.3131267368455,16.4039157572964,18.2223377163946
"2","1974","1","46",1,788,"Observed",1,18.2527243317838,17.2023454097123,19.3031032538553
"3","1974","3","46",0.98752738126832,200,"Rarefaction",1,13.000926174195,12.0146167692537,13.9872355791364
"4","1974","3","46",0.995230524642289,628,"Rarefaction",1,13.5113602851968,12.5159366455757,14.506783924818
"5","1974","3","46",0.995235582410431,629,"Observed",1,13.5119297355617,12.5165701592834,14.50728931184
"6","1974","3","46",0.995240634815086,630,"Extrapolation",1,13.5123513813526,12.5172757979641,14.5074269647411
"7","1974","5","46",0.999884719415288,200,"Rarefaction",1,12.7651303442037,11.8302578367961,13.7000028516113
"8","1974","5","46",1,261,"Observed",1,12.8823038804154,11.9163523650484,13.8482553957824
"9","1974","7","46",0.972340177353822,200,"Rarefaction",1,8.28149577842354,7.70221737339944,8.86077418344764
"10","1974","7","46",0.998005319148936,1500,"Rarefaction",1,8.83303996328862,8.21440247586954,9.4516774507077
"11","1974","7","46",0.998006645399502,1504,"Observed",1,8.83328134578933,8.21462364874067,9.45193904283799
"12","1974","7","46",0.998007970768252,1505,"Extrapolation",1,8.83334330047318,8.21467242432122,9.45201417662515
"13","1974","7","31",1,50,"Observed",1,7.6584897684798,5.68693346310556,9.63004607385405
"14","1974","9","46",0.990586900235549,200,"Rarefaction",1,16.1410013317837,15.3278077914427,16.9541948721246
"15","1974","9","46",1,593,"Observed",1,16.7910799496764,15.8477561166811,17.7344037826717
"16","1974","11","1",0.936170212765957,46,"Rarefaction",1,10.7073712681711,8.42028777643361,12.9944547599087
"17","1974","11","1",0.938829787234043,47,"Observed",1,10.7498743896388,8.44669611974184,13.0530526595358
"18","1974","11","1",0.941378546099291,48,"Extrapolation",1,10.7891756648391,8.46255967663048,13.1157916530478
"19","1974","11","1",0.999909096852693,200,"Extrapolation",1,12.546477455656,9.96404881177687,15.1289060995351
"20","1974","11","46",0.993723117957341,200,"Rarefaction",1,13.4547612212427,12.5420975787089,14.3674248637765
"21","1974","11","46",0.996784565916399,309,"Rarefaction",1,13.7052907443697,12.7434295518495,14.6671519368899
"22","1974","11","46",1,311,"Observed",1,13.7083437261043,12.6805332155583,14.7361542366503
"23","1974","13","46",0.977957984775915,200,"Rarefaction",1,11.4178868209365,11.0594917660279,11.7762818758451
"24","1974","13","46",0.999763089315328,4220,"Rarefaction",1,12.2119744382666,11.817754077426,12.6061947991073
"25","1974","13","46",0.999763313662567,4221,"Observed",1,12.2119856726763,11.8177635622728,12.6062077830798
"26","1974","13","46",0.999763537797357,4222,"Extrapolation",1,12.2119962758015,11.8177720616615,12.6062204899416
"27","1974","15","46",0.976382893335843,200,"Rarefaction",1,12.0368529811255,11.675385541798,12.3983204204531
"28","1974","15","46",0.999361837906829,4700,"Rarefaction",1,12.9225428351685,12.528343636118,13.3167420342189
"29","1974","15","46",0.999361973657114,4701,"Observed",1,12.922557613702,12.5283625608298,13.3167526665743
"30","1974","15","46",0.999362109378523,4702,"Extrapolation",1,12.9225677181087,12.5283735058349,13.3167619303825
"31","1974","15","31",0.974025974025974,76,"Rarefaction",1,4.68500291137852,3.63725626558975,5.7327495571673
"32","1974","15","31",0.974363299038624,77,"Observed",1,4.69035899418778,3.64152990986408,5.73918807851149
"33","1974","15","31",0.974696243206953,78,"Extrapolation",1,4.69410229384969,3.64558658212489,5.74261800557449
"34","1974","15","31",0.994864593908369,200,"Extrapolation",1,4.93086682147349,3.83977678896575,6.02195685398122
"35","1974","17","46",0.972740955291225,200,"Rarefaction",1,12.8924657441993,12.4466944693734,13.3382370190253
"36","1974","17","46",0.999465811965812,3742,"Rarefaction",1,13.8754831396037,13.3845679776462,14.3663983015612
"37","1974","17","46",0.99946595464424,3744,"Observed",1,13.8755094189943,13.384595285033,14.3664235529557
"38","1974","17","46",0.999466097284559,3745,"Extrapolation",1,13.8755261010022,13.384632968944,14.3664192330605
"39","1974","17","31",1,81,"Observed",1,4.52368624655987,3.79579872653354,5.2515737665862
"40","1974","19","46",0.980560391342256,200,"Rarefaction",1,14.2402923225017,13.8409561828076,14.6396284621957
"41","1974","19","46",1,3260,"Observed",1,15.208126161942,14.7880365827901,15.6282157410938
"42","1974","19","1",0.988235294117647,84,"Rarefaction",1,1.70235080527188,1.36703594900541,2.03766566153835
"43","1974","19","1",1,85,"Observed",1,1.7030400704011,1.36663055235444,2.03944958844776
"44","1974","21","1",1,131,"Observed",1,10.7182652650199,9.56775719049221,11.8687733395477
"45","1974","21","46",0.985605893527943,200,"Rarefaction",1,16.8744281773249,16.175676968525,17.5731793861248
"46","1974","21","46",0.998945147679325,946,"Rarefaction",1,17.8230311381663,17.0521427846917,18.5939194916409
"47","1974","21","46",0.998947370761139,948,"Observed",1,17.8235182300949,17.0525732339688,18.594463226221
"48","1974","21","46",0.998949589157849,949,"Extrapolation",1,17.8237949355216,17.0528568541129,18.5947330169303
"49","1974","23","46",0.983792070644439,200,"Rarefaction",1,14.1148830389411,13.2045164462106,15.0252496316716
"50","1974","23","46",0.997455470737914,785,"Rarefaction",1,14.8133569814625,13.7985318540092,15.8281821089158
"51","1974","23","46",0.997458708052496,786,"Observed",1,14.8138310464532,13.798986846374,15.8286752465325
"52","1974","23","46",0.997461941248358,787,"Extrapolation",1,14.8141522311513,13.7992900626411,15.8290143996615
"53","1974","23","1",0.991228070175439,112,"Rarefaction",1,10.9311256799061,9.54551141518111,12.3167399446311
"54","1974","23","1",0.991527965212176,114,"Observed",1,10.9413774312494,9.55482326720959,12.3279315952892
"55","1974","23","1",0.991817607427144,115,"Extrapolation",1,10.9476919391189,9.55940780435713,12.3359760738807
"56","1974","23","1",0.999574646745755,200,"Extrapolation",1,11.3187419682633,9.90796205059652,12.72952188593
"57","1974","23","31",0.918918918918919,35,"Rarefaction",1,6.72704099648495,4.61273876878154,8.84134322418836
"58","1974","23","31",0.92039312039312,37,"Observed",1,6.77200489755333,4.64967888754524,8.89433090756142
"59","1974","23","31",0.921840518204155,38,"Extrapolation",1,6.8006971990187,4.66809266209973,8.93330173593767
"60","1974","23","31",0.99600041376939,200,"Extrapolation",1,8.06605130396896,5.70138561562075,10.4307169923172
"61","1974","25","46",0.978087370470341,200,"Rarefaction",1,15.5332786370858,14.4356563213025,16.6309009528691
"62","1974","25","46",0.991718426501035,482,"Rarefaction",1,16.217353639876,15.0753858708805,17.3593214088715
"63","1974","25","46",0.99173557261594,483,"Observed",1,16.2185899118859,15.0766098997459,17.360569924026
"64","1974","25","46",0.991752683231642,484,"Extrapolation",1,16.2196753247509,15.0776031892703,17.3617474602315
"65","1974","27","46",0.98665322664217,200,"Rarefaction",1,15.7960741707729,15.0604478284066,16.5317005131391
"66","1974","27","46",0.997474747474748,790,"Rarefaction",1,16.566637429324,15.8155900014949,17.3176848571531
"67","1974","27","46",0.997481116333575,792,"Observed",1,16.5672091793267,15.8161355749552,17.3182827836982
"68","1974","27","46",0.997487469129708,793,"Extrapolation",1,16.5675646721321,15.8164458273884,17.3186835168758
"69","1974","27","1",1,183,"Observed",1,13.3001111827548,12.0837531242099,14.5164692412997
"70","1974","29","46",0.977724056167505,200,"Rarefaction",1,9.77241384819576,9.31005564184689,10.2347720545446
"71","1974","29","46",0.998160637645616,1629,"Rarefaction",1,10.3377641682632,9.84257188640445,10.832956450122
"72","1974","29","46",0.998161765396906,1631,"Observed",1,10.3378840040677,9.84268111479886,10.8330868933365
"73","1974","29","46",0.998162892456749,1632,"Extrapolation",1,10.3379398631027,9.84272770845427,10.8331520177512
"74","1974","31","46",0.982871143381968,200,"Rarefaction",1,8.47491646095086,8.07285200247366,8.87698091942806
"75","1974","31","46",0.999412800939518,1702,"Rarefaction",1,8.89485328682147,8.47316276966762,9.31654380397533
"76","1974","31","46",0.999414863699684,1703,"Observed",1,8.89489317819456,8.47319660890238,9.31658974748675
"77","1974","31","46",0.99941691921362,1704,"Extrapolation",1,8.89493056276185,8.4732289586321,9.3166321668916
"78","1974","31","1",0.982906528987313,200,"Rarefaction",1,7.43148482213027,6.72831725809471,8.13465238616583
"79","1974","31","1",0.99390243902439,654,"Rarefaction",1,7.71881329681744,6.97906965089198,8.45855694274291
"80","1974","31","1",0.993916370999201,656,"Observed",1,7.71920713619283,6.97951540095832,8.45889887142735
"81","1974","31","1",0.993930271141625,657,"Extrapolation",1,7.71943137142158,6.97974124955446,8.45912149328869
